WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH
CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/17/2025 19:20,UNABLE TO DETERMINE,NOT APPLICABLE,1636,N,CICERO AVE,2533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,1,,,,,
CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",02/10/2025 12:32,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO YIELD RIGHT-OF-WAY,3066,N,CLYBOURN AVE,1931,,,,,,,3,NONINCAPACITATING INJURY,3,0,0,2,1,0,0,12,2,2,,,,,
CLEAR,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",02/10/2025 10:04,DRIVING ON WRONG SIDE/WRONG WAY,DISREGARDING TRAFFIC SIGNALS,9500,S,COLFAX AVE,431,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,10,2,2,,,,,
UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",01/18/2025 7:58,UNABLE TO DETERMINE,UNABLE TO DETERMINE,834,W,MONROE ST,1232,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,6,1,,,,,
CLEAR,DARKNESS,PEDESTRIAN,PARKING LOT,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,N,,$500 OR LESS,01/16/2025 20:17,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4555,S,WESTERN BLVD,924,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,20,5,1,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",01/16/2025 15:04,FOLLOWING TOO CLOSELY,NOT APPLICABLE,7153,W,58TH ST,811,N,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,5,1,,,,,
CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/21/2025 19:00,NOT APPLICABLE,NOT APPLICABLE,5300,S,WESTERN AVE,923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,1,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,02/10/2025 16:57,IMPROPER LANE USAGE,NOT APPLICABLE,4723,W,BERTEAU AVE,1722,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,2,2,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",02/10/2025 15:20,UNABLE TO DETERMINE,NOT APPLICABLE,8458,S,KOLIN AVE,834,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,2,2,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",01/16/2025 9:50,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,2400,W,87TH ST,835,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,9,5,1,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/16/2025 15:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10331,S,CORLISS AVE,512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,5,1,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/16/2025 22:42,UNABLE TO DETERMINE,UNABLE TO DETERMINE,753,E,84TH ST,632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,1,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",02/10/2025 1:00,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,3200,W,55TH ST,822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,2,2,,,,,
CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/15/2025 16:30,UNABLE TO DETERMINE,DISTRACTION - FROM INSIDE VEHICLE,5843,S,WESTERN AVE,824,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,3,7,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,N,$500 OR LESS,02/10/2025 18:39,UNABLE TO DETERMINE,NOT APPLICABLE,2801,W,46TH ST,922,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,8,2,2,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",01/16/2025 19:48,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,28,W,71ST ST,731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,5,1,,,,,
CLEAR,DUSK,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/16/2025 17:05,UNABLE TO DETERMINE,NOT APPLICABLE,7118,S,VERNON AVE,323,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,5,1,,,,,
FREEZING RAIN/DRIZZLE,DARKNESS,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",01/16/2025 6:05,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3630,E,106TH ST,432,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,5,5,1,,,,,
CLEAR,DAYLIGHT,REAR END,RAMP,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",09/12/2023 17:45,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5500,S,WENTWORTH AVE,225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,9,,,,,
UNKNOWN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/16/2025 15:10,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,10300,S,INDIANAPOLIS AVE,432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,5,1,,,,,
CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/16/2025 7:50,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3915,S,HALSTED ST,925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,5,1,,,,,
CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/10/2025 8:50,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,1350,W,FULLERTON AVE,1932,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,19,0,8,2,2,,,,,
UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/16/2025 16:40,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3901,S,CICERO AVE,1031,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,1,,,,,
CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",02/10/2025 15:04,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4500,W,BELMONT AVE,1731,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,2,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/16/2025 12:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1219,N,AUSTIN BLVD,2531,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,0,5,1,,,,,
CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",02/10/2025 15:06,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2800,N,AUSTIN AVE,2511,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,2,2,,,,,
SNOW,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/16/2025 8:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,221,W,GARFIELD BLVD,711,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,1,,,,,
UNKNOWN,UNKNOWN,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,OTHER,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/21/2025 13:30,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3933,W,COLUMBUS AVE,834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,5,1,,,,,
CLEAR,DAWN,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/16/2025 7:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6626,N,DAMEN AVE,2412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,5,1,,,,,
CLEAR,DAYLIGHT,REAR END,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",02/10/2025 8:30,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,3757,N,WESTERN AVE,1921,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,2,2,,,,,
CLEAR,DAYLIGHT,TURNING,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/16/2025 8:55,UNABLE TO DETERMINE,NOT APPLICABLE,4032,W,NORTH AVE,2534,N,N,,,,,2,NONINCAPACITATING INJURY,2,0,0,2,0,1,0,8,5,1,,,,,
CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",02/10/2025 19:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1446,S,KOSTNER AVE,1011,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,19,2,2,,,,,
CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/16/2025 15:50,IMPROPER TURNING/NO SIGNAL,FAILING TO REDUCE SPEED TO AVOID CRASH,2449,N,CLARK ST,1935,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,1,,,,,
CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT ON GRADE,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/16/2025 12:37,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,4090,S,ARCHER AVE,921,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,5,1,,,,,
CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",02/10/2025 14:46,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7100,S,COTTAGE GROVE AVE,323,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,14,2,2,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",02/10/2025 10:20,NOT APPLICABLE,NOT APPLICABLE,455,N,ARTESIAN AVE,1221,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,2,2,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",02/10/2025 3:17,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6830,S,COTTAGE GROVE AVE,321,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,3,2,2,,,,,
CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",02/10/2025 15:22,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,512,E,87TH ST,632,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,2,,,,,
UNKNOWN,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/16/2025 15:20,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,10600,S,EWING AVE,432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,5,1,,,,,
SNOW,"DARKNESS, LIGHTED ROAD",HEAD ON,PARKING LOT,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,01/16/2025 1:43,NOT APPLICABLE,NOT APPLICABLE,4300,S,WENTWORTH AVE,925,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,5,1,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/16/2025 18:25,IMPROPER OVERTAKING/PASSING,FOLLOWING TOO CLOSELY,5681,N,RIDGE AVE,2013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,18,5,1,,,,,
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/10/2025 18:55,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,4900,N,KIMBALL AVE,1712,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,2,2,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",01/16/2025 19:57,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5423,W,NORTH AVE,2532,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,19,5,1,,,,,
CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",01/16/2025 16:15,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5110,N,DAMEN AVE,2032,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,15,5,1,,,,,
CLEAR,DUSK,HEAD ON,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",02/10/2025 18:38,DISREGARDING TRAFFIC SIGNALS,DISREGARDING TRAFFIC SIGNALS,200,W,111TH ST,513,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,2,2,,,,,
CLEAR,DAYLIGHT,TURNING,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,N,"OVER $1,500",02/10/2025 13:07,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,5998,S,FRANCISCO AVE,824,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,2,2,,,,,
RAIN,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",10/13/2023 16:50,UNABLE TO DETERMINE,NOT APPLICABLE,3098,S,CALIFORNIA BLVD,1034,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,10,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",02/10/2025 9:37,UNABLE TO DETERMINE,NOT APPLICABLE,7700,S,KINGSTON AVE,421,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,2,2,,,,,
UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",02/11/2025 20:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1015,E,47TH ST,222,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,5,0,12,2,2,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/10/2025 19:00,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,1640,N,LA SALLE DR,1814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,2,2,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,02/10/2025 10:05,UNABLE TO DETERMINE,NOT APPLICABLE,5943,S,CAMPBELL AVE,824,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,2,2,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/10/2025 23:44,UNABLE TO DETERMINE,NOT APPLICABLE,6701,S,WESTERN AVE,832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,23,2,2,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",02/10/2025 18:05,UNABLE TO DETERMINE,UNABLE TO DETERMINE,643,S,WOOD ST,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,2,2,,,,,
CLEAR,DAYLIGHT,TURNING,OTHER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/22/2025 16:50,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,9900,S,GENOA AVE,2232,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,4,1,,,,,
CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/24/2025 11:19,UNABLE TO DETERMINE,NOT APPLICABLE,2600,W,PETERSON AVE,2413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,5,1,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,N,,,"OVER $1,500",01/16/2025 17:09,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,1654,W,DIVERSEY PKWY,1931,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,5,0,17,5,1,,,,,
CLEAR,DAYLIGHT,REAR END,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",01/24/2025 15:44,IMPROPER BACKING,NOT APPLICABLE,9601,S,WESTERN AVE,2213,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,1,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,01/16/2025 10:35,IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,10244,S,CRANDON AVE,431,,,,Y,UTILITY,Y,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,5,1,,,,,
CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/12/2023 20:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1,W,PARKING LOT D ST,1654,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,5,10,,,,,
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",02/11/2025 7:20,UNABLE TO DETERMINE,NOT APPLICABLE,2317,N,LAVERGNE AVE,2522,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,2,2,,,,,
